slug,name,skynet_score,market_cap,trading_vol_24h,volume_24h_display,volume_7d_display,all_time_volume,project_age_raw,project_founded_date,token_launch_age_raw,token_launch_date,has_website,website_url,has_github,github_url,has_twitter,twitter_url,has_discord,discord_url,has_telegram,telegram_url,ecosystems,audit_3p_count,audit_3p_records,has_certik_audit,certik_audit_count,certik_last_audit_date,certik_audit_names,certik_kyc,third_party_kyc,total_proposals,max_total_votes,major_holding_ratio,owner_holding_ratio
coinversation,Coinversation-KACO,55.30,,,,,,4 yrs 10 mos,2021-08-20,,,0,,0,,1,https://twitter.com/KACOFinance,0,,1,https://t.me/coinversationofficial,,0,,Yes,1,,,No,No,,,,
operation-phoenix,Operation Phoenix,56.05,,,,,,2 yrs 4 mos,2024-02-20,2 yrs 4 mos,2024-02-20,0,,0,,1,https://twitter.com/Op_PhoenixChain,0,,0,,Bsc,1,02/05/2024|InterFi Network,No,,,,No,Yes,,,69.15%,0.00%
baby-x,Baby X,55.29,,,,,,2 yrs 9 mos,2023-09-20,2 yrs 8 mos,2023-10-20,0,,1,https://github.com/TauTechnoMechanicus,1,https://twitter.com/TTM_BABYX,0,,0,,Bsc,0,,No,,,,No,No,,,86.94%,0.00%
yfx,YFX,55.24,,,$0,$0,$66.69M,5 yrs 1 mos,2021-05-20,5 yrs 1 mos,2021-05-20,0,,0,,1,https://twitter.com/yfx_com,0,,1,https://t.me/YFX_EN,Ethereum | Tron,0,,Yes,6,,,No,No,,,84.29%,38.04%
hipenguins,hiPENGUINS,55.23,,,,,,3 yrs 12 mos,2022-06-20,3 yrs 6 mos,2022-12-20,0,,1,https://github.com/FractonProtocol/FractonV1,1,https://twitter.com/FractonProtocol,0,,1,https://t.me/FractonX,Ethereum,0,,No,,,,No,No,,,97.98%,0.00%
metaplanet-ai,MetaPlanet AI,55.34,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,0,,1,https://twitter.com/metaplanetai,0,,1,https://t.me/MetaplanetAI,,0,,No,,,,No,No,,,55.60%,53.10%
liondex,LionDEX,55.19,,,,,,3 yrs 2 mos,2023-04-20,3 yrs 2 mos,2023-04-20,0,,0,,1,https://twitter.com/liondexofficial,0,,1,https://t.me/LionDEX_Offcial,Arbitrum,0,,No,,,,No,No,,,,
race,Race,55.68,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://twitter.com/DaoRace,0,,1,https://t.me/DaoRace,Bsc,0,,Yes,1,,,No,No,,,82.86%,0.00%
metaverse-m,MetaVerse-M,55.62,,$17.39,,,,4 yrs 2 mos,2022-04-20,4 yrs 1 mos,2022-05-20,0,,1,https://github.com/MetaDex-M,1,https://twitter.com/dex_universe,0,,1,https://t.me/+bbFLun9VQj0yN2E0,Bsc,0,,No,,,,No,No,,,35.43%,11.54%
monsoon-finance,Monsoon Finance,55.15,,,,,,5 yrs 3 mos,2021-03-20,4 yrs 9 mos,2021-09-20,0,,1,https://github.com/monsoonfinance,1,https://twitter.com/MonsoonFi,0,,0,,Polygon,0,,No,,,,No,No,,,80.98%,0.00%
kine-finance,Kine Finance,55.15,,$427.02,,,,5 yrs 3 mos,2021-03-20,5 yrs 3 mos,2021-03-20,0,,0,,1,https://twitter.com/KineProtocol,0,,0,,Ethereum | Polygon,0,,No,,,,No,No,,,86.50%,0.00%
corgiswap,Corgiswap,55.20,,$1.00,,,,4 yrs 11 mos,2021-07-20,4 yrs 11 mos,2021-07-20,0,,1,https://github.com/corgidoge-official,1,https://twitter.com/corgidogeestate,0,,1,https://t.me/corgidoge_official,Bsc,0,,No,,,,No,No,,,100.00%,11.03%
lillion,Lillion,54.77,,,,,,5 yrs 2 mos,2021-04-20,3 yrs 11 mos,2022-07-20,0,,0,,1,https://twitter.com/lillionorg,0,,0,,Tron,0,,No,,,,No,No,,,,
hiveswap,HiveSwap,55.00,,,,,,4 yrs 6 mos,2021-12-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/hiveswap,1,https://x.com/hiveswap_io,0,,1,https://t.me/hiveswap_io,Bitcoin,0,,No,,,,No,No,,,,
neptunex,NeptuneX,54.87,,,,,,2 yrs 3 mos,2024-03-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/NeptuneX-Aggregator,1,https://twitter.com/NeptuneX_io_,0,,0,,Blast,1,04/01/2024|Solidproof,No,,,,No,No,,,,
kleva-protocol,KLEVA Protocol,54.80,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,0,,1,https://twitter.com/Kleva_AI,0,,0,,Klaytn,0,,No,,,,No,No,,,,
driftdelivery-cc,DriftDelivery.CC,55.56,,,,,,4 yrs 3 mos,2022-03-20,4 yrs 3 mos,2022-03-20,0,,0,,1,https://twitter.com/DeliveryDrift,0,,1,https://t.me/driftdeliveryofficial,Bsc,0,,No,,,,No,No,,,14.48%,0.00%
hiodbs,hiODBS,54.97,,,,,,3 yrs 12 mos,2022-06-20,3 yrs 9 mos,2022-09-20,0,,1,https://github.com/FractonProtocol,1,https://twitter.com/FractonProtocol,0,,0,,Ethereum,0,,No,,,,No,No,,,98.90%,0.00%
adax,ADAX,55.07,,,,,,5 yrs 0 mos,2021-06-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/adax_pro,0,,1,https://t.me/adaxcommunity,Cardano,0,,No,,,,No,No,,,,
berryswap,BerrySwap,55.37,,$3.70,,,,5 yrs 3 mos,2021-03-20,5 yrs 3 mos,2021-03-20,0,,1,https://github.com/berryswap,1,https://twitter.com/berryswapdex,0,,0,,Bsc,1,04/09/2021|SourceHat,No,,,,No,No,,,58.92%,0.00%
hiens3,hiENS3,54.75,,,,,,3 yrs 9 mos,2022-09-20,3 yrs 9 mos,2022-09-20,0,,1,https://github.com/FractonProtocol,1,https://twitter.com/FractonProtocol,0,,0,,Ethereum,0,,No,,,,No,No,,,95.53%,0.00%
marx,MarX,54.69,,,,,,5 yrs 6 mos,2020-12-20,5 yrs 6 mos,2020-12-20,0,,1,https://github.com/nlpul,1,https://twitter.com/MarX_Metaverse,0,,1,https://t.me/MarX_Project,Ethereum,0,,No,,,,No,No,,,99.92%,0.00%
loopswap,LoopSwap,55.34,,$1.49K,,,,4 yrs 3 mos,2022-03-20,4 yrs 3 mos,2022-03-20,0,,0,,1,https://twitter.com/LoopNetwork3,0,,1,https://t.me/loopnetwork,Bsc,0,,No,,,,No,No,,,35.12%,22.61%
yop,Yield Optimization Platform & Protocol,54.56,,,,,,5 yrs 7 mos,2020-11-20,5 yrs 7 mos,2020-11-20,0,,0,,1,https://twitter.com/yopfi,0,,1,https://t.me/yopfi,Ethereum,1,02/17/2022|Hacken,No,,,,No,No,,,64.86%,0.00%
prospectorcrane,ProspectorCrane,54.56,,,,,,3 yrs 10 mos,2022-08-20,3 yrs 10 mos,2022-08-20,0,,0,,1,https://twitter.com/ProspectorCrane,0,,1,https://t.me/ProspectorNFT_official,Bsc,0,,No,,,,No,No,,,82.01%,0.00%
bidao,Bidao,54.57,,$1.52K,,,,5 yrs 8 mos,2020-10-20,5 yrs 8 mos,2020-10-20,0,,0,,1,https://twitter.com/Bidaochain,0,,0,,Ethereum,0,,No,,,,No,No,,,30.30%,0.00%
unknown-finance,Unknown Finance,55.15,,,,,,3 yrs 10 mos,2022-08-20,3 yrs 10 mos,2022-08-20,0,,0,,1,https://twitter.com/UnknownFinance,0,,0,,Bsc,0,,No,,,,No,No,,,72.65%,0.00%
aldrin,Aldrin,54.70,$15.89K,$3.85,$0,$0,$1.09B,7 yrs 8 mos,2018-10-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/Aldrin_Exchange,0,,0,,Solana,0,,No,,,,No,No,,,,
lifetime,LifeTime,55.14,,$3.79K,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,0,,1,https://twitter.com/LftCoin,0,,0,,Bsc,0,,No,,,,No,No,,,29.12%,0.00%
pi-protocol,Pi Protocol,55.33,,,,,,5 yrs 5 mos,2021-01-20,4 yrs 7 mos,2021-11-20,0,,1,https://github.com/pi-protocol,1,https://twitter.com/PiProtocol,0,,0,,Bsc,0,,No,,,,No,No,,,64.63%,0.00%
tradingdao,TradingDAO,55.04,,,,,,2 yrs 12 mos,2023-06-20,2 yrs 12 mos,2023-06-20,0,,0,,1,https://twitter.com/tradingdaoio,0,,0,,Polygon,0,,No,,,,No,No,,,0.92%,0.00%
sheepdex,SheepDex,54.70,,,,,,4 yrs 11 mos,2021-07-20,7 yrs 21 mos,2017-09-20,0,,0,,1,https://twitter.com/SheepDex,0,,0,,Bsc,0,,Yes,2,,,No,No,,,,
trans-pepe,Trans Pepe,55.02,,,,,,3 yrs 0 mos,2023-06-20,3 yrs 0 mos,2023-06-20,0,,0,,1,https://twitter.com/Transspepe,0,,1,https://t.me/Transpepe_Official,Bsc,0,,No,,,,No,No,,,79.11%,0.00%
baseswap,BaseSwap,54.42,,$183.57,"$12,982.00","$128,210.00",$4.09B,2 yrs 10 mos,2023-08-20,2 yrs 10 mos,2023-08-20,0,,0,,1,https://twitter.com/BaseSwapDex,0,,0,,Base | Arbitrum,0,,No,,,,No,Yes,,,4.38%,0.20%
candleai,CandleAI,54.60,,,,,,2 yrs 1 mos,2024-05-20,2 yrs 1 mos,2024-05-20,0,,0,,1,https://twitter.com/cndl_ai,0,,0,,Ethereum,0,,No,,,,No,No,,,12.55%,0.00%
collarswap,COLLARSWAP,54.43,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,0,,1,https://twitter.com/collarswap,0,,0,,,0,,No,,,,No,No,,,68.07%,0.00%
mirrorfinance,mirror,54.42,,,,,,3 yrs 9 mos,2022-09-20,3 yrs 9 mos,2022-09-20,0,,0,,1,https://twitter.com/mirrorappfi,0,,1,https://t.me/mirrorapp,Bsc,0,,No,,,,No,No,,,90.11%,0.00%
torus-farm,Torus Farm,54.19,$8.85K,$2.20,,,,2 yrs 7 mos,2023-11-20,2 yrs 7 mos,2023-11-20,0,,0,,1,https://twitter.com/torus_farm,0,,0,,Base,0,,No,,,,No,No,,,73.25%,0.00%
dexbrowser,DexBrowser,54.28,,,,,,,,,,0,,0,,1,https://twitter.com/dexbrowser,0,,1,https://t.me/dexbrowserofficial,Fantom,0,,No,,,,No,No,,,,
ventiswap-token,VentiSwap Token,54.27,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://twitter.com/ventiswap_,0,,0,,Ethereum,0,,No,,,,No,No,,,36.95%,0.00%
shibanova,ShibaNova,55.06,,,,,,5 yrs 1 mos,2021-05-20,5 yrs 0 mos,2021-06-20,0,,1,https://github.com/ShibaNova,1,https://twitter.com/ShibaNovaDeFi,0,,1,https://t.me/ShibaNovaDEX,Bsc,0,,No,,,,No,No,,,34.92%,9.80%
array,Array,54.20,,,,,,3 yrs 2 mos,2023-04-20,3 yrs 2 mos,2023-04-20,0,,0,,1,https://twitter.com/array_capital,0,,0,,Arbitrum | Zksync,1,04/15/2023|SourceHat,No,,,,No,Yes,,,,
banana-index,Banana Index,54.00,,,,,,4 yrs 4 mos,2022-02-20,4 yrs 1 mos,2022-05-20,0,,1,https://github.com/Banana-Task-Force-Ape,1,https://twitter.com/BananaTFA,0,,1,https://t.me/BananaTFApe,Ethereum,2,05/06/2022|InterFi Network; 03/09/2022|InterFi Network,No,,,,No,No,,,50.23%,27.34%
decoin,DECOIN,54.49,,,,,,8 yrs 2 mos,2018-04-20,8 yrs 2 mos,2018-04-20,0,,1,https://github.com/DECOINio,1,https://twitter.com/decoin_io,0,,1,https://t.me/xDECOIN,,0,,No,,,,No,No,,,95.19%,57.07%
nft2stake,NFT2STAKE,54.20,,,,,,3 yrs 8 mos,2022-10-20,3 yrs 8 mos,2022-10-20,0,,0,,1,https://twitter.com/nft2stake,0,,1,https://t.me/NFT2stake_Official,Bsc,1,10/18/2022|InterFi Network,No,,,,No,No,,,84.71%,0.00%
spherexdex,SphereX,54.08,,,,,,1 yrs 11 mos,2024-07-20,1 yrs 11 mos,2024-07-20,0,,1,https://github.com/spherex-dex,1,https://x.com/SphereX_XYZ,0,,1,https://t.me/SphereXExchange,Ethereum | Bsc,0,,No,,,,No,No,,,81.37%,47.56%
flokimooni,Flokimooni,54.96,,$221.25,,,,4 yrs 8 mos,2021-10-20,4 yrs 8 mos,2021-10-20,0,,0,,1,https://twitter.com/FlokiMooni,0,,0,,Bsc,1,11/11/2021|InterFi Network,No,,,,No,No,,,8.06%,0.00%
swych-finance,Swych Finance,54.59,,,,,,3 yrs 2 mos,2023-04-20,3 yrs 2 mos,2023-04-20,0,,0,,1,https://twitter.com/SwychFinance,0,,0,,Bsc,0,,No,,,,No,No,,,75.84%,0.00%
firebirdfinance,Firebird Finance,53.95,,$6.75,,,,5 yrs 1 mos,2021-05-20,5 yrs 0 mos,2021-06-20,0,,1,https://github.com/firebird-finance,1,https://twitter.com/financefirebird,0,,1,https://t.me/firebirdfinance,Bsc,0,,Yes,1,,,No,No,,,69.01%,0.00%
zenswap-network-token,Zenswap Network Token,54.18,,,,,,8 yrs 0 mos,2018-06-20,7 yrs 8 mos,2018-10-20,0,,1,https://github.com/zenswapnetwork,1,https://twitter.com/ZenswapNetwork,0,,0,,Ethereum,0,,No,,,,No,No,,,89.63%,0.00%
cofix,CoFiX,53.82,,,,,,5 yrs 9 mos,2020-09-20,5 yrs 8 mos,2020-10-20,0,,1,https://github.com/Computable-Finance,1,https://twitter.com/CoFiXProtocol,0,,0,,,0,,Yes,1,,,No,No,,,76.98%,0.00%
xcrx,xCRX,54.04,,,,,,4 yrs 8 mos,2021-10-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/CrodexApp,1,https://twitter.com/crodexapp,0,,1,https://t.me/crodexofficial,Cronos,0,,No,,,,No,No,,,,
padre,Padre,64.05,,$1.88,,,,3 yrs 0 mos,2023-06-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://x.com/PadreApp,0,,0,,Ethereum,0,,No,,,,No,No,,,58.53%,1.95%
cakebot,Cakebot,53.93,,,,,,10 yrs 5 mos,2016-01-20,2 yrs 7 mos,2023-11-20,0,,1,https://github.com/batudal,1,https://twitter.com/CakebotTeam,0,,0,,Bsc,0,,No,,,,No,No,,,88.12%,0.00%
espento,Espento,54.53,,,,,,3 yrs 11 mos,2022-07-20,3 yrs 4 mos,2023-02-20,0,,0,,1,https://twitter.com/espentoofficial,0,,0,,Bsc,0,,No,,,,No,No,,,96.99%,0.00%
cash-tokens,Cash Tokens,54.05,,,,,,3 yrs 0 mos,2023-06-20,56 yrs 0 mos,1970-06-20,0,,0,,1,https://twitter.com/CashTokens,0,,0,,Ethereum,0,,Yes,1,,,No,No,,,,
fibswap-dex-v2,FibSWAP DEx,54.53,,,,,,3 yrs 7 mos,2022-11-20,3 yrs 7 mos,2022-11-20,0,,0,,1,https://twitter.com/FibSwap,0,,1,https://t.me/FibSwapOfficial,Polygon,0,,No,,,,No,No,,,19.47%,0.00%
unidexai,UniDexAI,53.97,,,,,,2 yrs 5 mos,2024-01-20,2 yrs 5 mos,2024-01-20,0,,0,,1,https://twitter.com/unidexai,0,,0,,Ethereum,0,,No,,,,No,No,,,62.71%,0.00%
sokuswap,SokuSwap,61.31,,$17.83,,,,5 yrs 2 mos,2021-04-20,5 yrs 1 mos,2021-05-20,0,,1,https://github.com/Soku-Swap-Project,1,https://twitter.com/SokuSwap,0,,0,,Bsc,0,,Yes,1,12/10/2021,Soku Swap,No,No,,,26.72%,0.00%
memetoon,MEMETOON,53.89,,$0.00,,,,2 yrs 10 mos,2023-08-20,2 yrs 10 mos,2023-08-20,0,,1,https://github.com/memetoon-team,1,https://twitter.com/memetoonk,0,,0,,Polygon,0,,No,,,,No,No,,,38.24%,0.00%
safemoon-v2,SafeMoon V2,54.31,$1.12M,$713.26,,,,5 yrs 3 mos,2021-03-20,4 yrs 6 mos,2021-12-20,0,,1,https://github.com/safemoonprotocol/Safemoon.sol/tree/main,1,https://twitter.com/safemoon,0,,1,https://t.me/SafeMoonArmy,Bsc,0,,No,,,,No,No,,,2.88%,0.00%
lodestar-finance,Lodestar Finance,53.75,,$0.00,,,,3 yrs 10 mos,2022-08-20,3 yrs 7 mos,2022-11-20,0,,1,https://github.com/LodestarFinance,1,https://twitter.com/LodestarFinance,0,,0,,Arbitrum,1,12/13/2022|SourceHat,No,,,,No,No,,,,
cortexdao,CortexDAO,53.63,,,,,,4 yrs 2 mos,2022-04-20,4 yrs 2 mos,2022-04-20,0,,0,,1,https://twitter.com/CortexDAO,0,,0,,Ethereum,0,,No,,,,No,No,,,90.27%,0.00%
lumenswap,Lumenswap,53.85,,$289.18,$0,$0,$1.48B,4 yrs 10 mos,2021-08-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/lumenswap,1,https://twitter.com/lumenswap,0,,0,,Stellar | Sectors | DeFi | DEX | Socials,0,,No,,,,No,No,,,,
trendai,TrendAI,53.77,,,,,,3 yrs 4 mos,2023-02-20,3 yrs 4 mos,2023-02-20,0,,0,,1,https://twitter.com/trendai_io,0,,0,,,0,,No,,,,No,No,,,78.28%,0.00%
glide-finance,Glide Finance,53.72,,,$0,$0,$114.93M,5 yrs 1 mos,2021-05-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/GlideFinance,0,,1,https://t.me/glide_finance,Elastos | Sectors | DEX | Socials,1,09/18/2021|Paladinsec,No,,,,No,No,5,2M,,
glitzkoin,GlitzKoin,53.69,,$0.01,,,,8 yrs 3 mos,2018-03-20,6 yrs 0 mos,2020-06-20,0,,0,,1,https://twitter.com/GlitzkoinToken,0,,1,https://t.me/glitzkoin_token,,0,,No,,,,No,No,,,,
pokedx,PokeDX,54.16,,,,,,4 yrs 9 mos,2021-09-20,4 yrs 9 mos,2021-09-20,0,,0,,1,https://twitter.com/pokedxapp,0,,0,,Bsc,1,11/22/2021|TechRate,No,,,,No,No,,,14.72%,0.00%
add-xyz,Add.xyz,53.68,,,,,,5 yrs 3 mos,2021-03-20,5 yrs 3 mos,2021-03-20,0,,0,,1,https://twitter.com/adddotxyz,0,,0,,Ethereum,0,,No,,,,No,No,,,58.25%,0.00%
decentralized-data-crypto-system,Decentralized data crypto system,54.38,,$2.87,,,,4 yrs 10 mos,2021-08-20,4 yrs 10 mos,2021-08-20,0,,0,,1,https://twitter.com/dcs_crypto,0,,1,https://t.me/DCSOff,Bsc,0,,No,,,,No,No,,,74.96%,0.00%
animal-farm-pigs,Animal Farm Pigs,54.11,,$4.06K,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://twitter.com/DRIPcommunity,0,,1,https://t.me/DRIPtoken_Chat,Bsc,0,,No,,,,No,No,,,65.55%,29.49%
tsunamix,TsunamiX,53.75,,,,,,4 yrs 2 mos,2022-04-20,,,0,,0,,1,https://twitter.com/TsunamiFinance_,0,,0,,Mantle,1,09/29/2023|OtterSec,No,,,,No,No,,,,
arbitrum-pad,Arbitrum Pad,53.45,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,1,https://github.com/solidproof/projects/tree/main/ArbitrumPad,1,https://twitter.com/Arbitrum_Pad,0,,0,,,0,,No,,,,No,No,,,,
lfg,LFG,53.65,,,,,,19 yrs 0 mos,2007-06-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/LFG,0,,0,,Bitcoin | Brc-20,0,,No,,,,No,No,,,66.68%,0.00%
honey-token,Honeyswap,53.68,,$69.91,$3.98M,$4.02M,$574.16M,8 yrs 11 mos,2017-07-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/1Hive,1,https://twitter.com/honeyswap,0,,1,https://t.me/honeyswapDEX,Gnosis-gno | Polygon,0,,No,,,,No,No,,,,
falcon-swaps,Falcon Swaps,54.03,,$0.01,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,0,,1,https://twitter.com/falconsinu,0,,0,,Bsc,0,,No,,,,No,No,,,58.01%,5.00%
scaleton,Scaleton,53.50,,,,,,1 yrs 8 mos,2024-10-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/dedust-protocol,1,https://twitter.com/ScaletonCo,0,,1,https://t.me/dedust_en_chat,,0,,No,,,,No,No,,,,
solanaprime,SolanaPrime,53.45,,,,,,,,,,0,,0,,1,https://twitter.com/solana_prime,0,,1,https://t.me/SolanaPrimeOfficial,Solana,0,,No,,,,No,No,,,,
gomint,Algomint,53.53,,,,,,5 yrs 0 mos,2021-06-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/Algomint_io,0,,1,https://t.me/algomint2,Algorand,0,,No,,,,No,No,,,,
beluga-protocol,Beluga Protocol,53.40,,,,,,3 yrs 2 mos,2023-04-20,3 yrs 2 mos,2023-04-20,0,,1,https://github.com/belugadex,1,https://twitter.com/belugadex,0,,0,,Arbitrum | Solana,0,,No,,,,No,Yes,,,,
tail-finance,Tail Finance,53.51,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,0,,1,https://twitter.com/ShibTailFinance,0,,0,,,0,,No,,,,No,No,,,78.98%,0.00%
calaswap,Calaswap,53.24,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://twitter.com/calaswap,0,,0,,Bsc,0,,No,,,,No,No,,,100.00%,0.00%
hiens4,hiENS4,53.34,,,,,,3 yrs 10 mos,2022-08-20,3 yrs 10 mos,2022-08-20,0,,1,https://github.com/FractonProtocol,1,https://twitter.com/FractonProtocol,0,,0,,Ethereum,0,,No,,,,No,No,,,97.17%,0.00%
kaidex,KAIDEX,53.35,,,$0,$0,$9.21M,4 yrs 2 mos,2022-04-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/kardia-solutions,1,https://twitter.com/KAI_DEX,0,,0,,Kardiachain | Sectors | DEX | Socials,0,,No,,,,No,No,,,,
renascent-finance,Renascent Finance,53.10,,$33.86,,,,5 yrs 1 mos,2021-05-20,5 yrs 1 mos,2021-05-20,0,,0,,1,https://twitter.com/rena_finance,0,,0,,Ethereum,0,,No,,,,No,No,,,22.31%,0.00%
sola,SOLA Token,53.27,,,,,,4 yrs 11 mos,2021-07-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/SolaToken,1,https://twitter.com/EcoSolana,0,,1,https://t.me/solatoken_net,Solana,0,,No,,,,No,No,,,,
kintsugi,Kintsugi,53.20,,$287.74,,,,6 yrs 7 mos,2019-11-20,6 yrs 7 mos,2019-11-20,0,,1,https://github.com/interlay,1,https://twitter.com/kintsugi_btc,1,https://discord.com/invite/interlay,1,https://t.me/interlay_community,Bitcoin,0,,No,,,,No,No,,,,
bib-token,BIB Token,53.75,,,,,,3 yrs 9 mos,2022-09-20,3 yrs 9 mos,2022-09-20,0,,0,,1,https://twitter.com/bib_meta,0,,0,,Bsc,0,,No,,,,No,No,,,95.42%,0.00%
kols-offering-token,Kols Offering Token,53.93,,$0.02,,,,4 yrs 9 mos,2021-09-20,4 yrs 9 mos,2021-09-20,0,,0,,1,https://twitter.com/KolsToken,0,,0,,Bsc,0,,No,,,,No,No,,,100%,0.00%
derify-protocol,Derify Protocol,53.48,,,,,,5 yrs 3 mos,2021-03-20,4 yrs 3 mos,2022-03-20,0,,1,https://github.com/derivationlab,1,https://twitter.com/DerifyProtocol,0,,1,https://t.me/DerifyProtocol_Official,Bsc,0,,Yes,3,,,No,No,,,95.57%,0.00%
xrp-classic-token,Xrp Classic,53.52,,,,,,3 yrs 12 mos,2022-06-20,3 yrs 12 mos,2022-06-20,0,,0,,1,https://twitter.com/XrpClassic,0,,1,https://t.me/XrpClassicGlobal,Bsc,0,,No,,,,No,No,,,21.96%,0.00%
yoda-coin-swap,Yoda Coin Swap,53.70,,,,,,4 yrs 4 mos,2022-02-20,4 yrs 4 mos,2022-02-20,0,,0,,1,https://twitter.com/yodacoinswap,0,,1,https://t.me/YodaCoinEN,Bsc,0,,No,,,,No,No,,,88.84%,0.00%
orbswap,OrbSwap,51.93,,,,,,11 yrs 7 mos,2014-11-20,11 yrs 7 mos,2014-11-20,0,,1,https://github.com/cupOJoseph/orbswap,1,https://x.com/0xorbSwap,0,,0,,Arbitrum,0,,No,,,,No,No,,,,
kwikswap,Kwikswap Protocol,52.95,,,,,,5 yrs 7 mos,2020-11-20,5 yrs 6 mos,2020-12-20,0,,1,https://github.com/kwikswap,1,https://twitter.com/kwikswapdex,0,,0,,Ethereum,0,,No,,,,No,No,,,77.81%,0.00%
multipool,Multipool,52.76,,,,,,2 yrs 1 mos,2024-05-20,2 yrs 1 mos,2024-05-20,0,,0,,1,https://x.com/multipoolfi,0,,0,,Ethereum,0,,No,,,,No,No,,,97.11%,42.06%
eifi-finance,Eifi FInance,53.58,,$73.06,,,,4 yrs 11 mos,2021-07-20,4 yrs 11 mos,2021-07-20,0,,0,,1,https://twitter.com/EifiFinance,0,,0,,Bsc,0,,No,,,,No,No,,,82.01%,32.11%
yobit-token,Yobit Token,52.90,,$0.00,,,,6 yrs 11 mos,2019-07-20,6 yrs 11 mos,2019-07-20,0,,0,,1,https://twitter.com/YobitExchange,0,,0,,Ethereum,0,,No,,,,No,No,,,99.58%,0.00%
dragonbnb-co,DragonBnB.co,53.36,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://twitter.com/DragonBnb,0,,1,https://t.me/DragonBnb_Official,Bsc,0,,No,,,,No,No,,,14.71%,0.00%
pawstars,PawStars,53.28,,,,,,2 yrs 8 mos,2023-10-20,2 yrs 8 mos,2023-10-20,0,,0,,1,https://twitter.com/PawstarCoin,0,,0,,Bsc,0,,No,,,,No,No,,,11.12%,0.00%
peerex,PeerEx,52.81,,,,,,5 yrs 10 mos,2020-08-20,5 yrs 10 mos,2020-08-20,0,,0,,1,https://twitter.com/PeerExNetwork,0,,0,,Ethereum,0,,No,,,,No,No,,,100.00%,0.00%
okage-inu,Okage Inu,52.78,,,,,,3 yrs 5 mos,2023-01-20,3 yrs 5 mos,2023-01-20,0,,1,https://github.com/OkageERC/Okage-Inu-Base,1,https://twitter.com/okageerc,0,,0,,Ethereum,0,,No,,,,No,No,,,91.27%,0.00%
velocore,Velocore,52.87,,,,,,3 yrs 2 mos,2023-04-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://x.com/velocorexyz,0,,0,,Zksync | Linea,0,,No,,,,No,No,,,,
heroestd-cgc,HeroesTD CGC,52.73,,,,,,4 yrs 5 mos,2022-01-20,4 yrs 5 mos,2022-01-20,0,,0,,1,https://twitter.com/heroes_td,0,,0,,Bsc,0,,No,,,,No,No,,,93.97%,0.00%
milkshakeswap-finance,MilkshakeSwap,52.71,,$834.70,,,,5 yrs 3 mos,2021-03-20,5 yrs 3 mos,2021-03-20,0,,1,https://github.com/MilkShake-Swap,1,https://twitter.com/milkshakeswap,0,,0,,Bsc,0,,No,,,,No,No,,,89.09%,22.74%
high-performance-blockchain,High Performance Blockchain,52.70,,,,,,8 yrs 10 mos,2017-08-20,8 yrs 10 mos,2017-08-20,0,,1,https://github.com/hpb-project,1,https://twitter.com/HPB_Global,0,,1,https://t.me/hpbglobal,,0,,No,,,,No,No,,,,
monkeyfi,MonkeyFi,52.86,,,,,,1 yrs 6 mos,2024-12-20,1 yrs 6 mos,2024-12-20,0,,0,,1,https://twitter.com/daga3tv,0,,0,,Base | Ethereum,0,,No,,,,No,No,,,95.40%,0.00%
